file_path,file_name,filing_date,ticker,esg_score,esg_controversy_score,esgc_score,matched_score_date
/Users/lucaschmidt/Desktop/PhD_Rasa/My Papers/aaa Clean Slate/a_Input_Reports_preprocessed_txt/ADI/Filing Date - 2018-Dec-14 - ADI.OQ - Analog Devices Inc - Committee Charters - COMPENSATION COMMITTEE CHARTER - cr08076385.txt,Filing Date - 2018-Dec-14 - ADI.OQ - Analog Devices Inc - Committee Charters - COMPENSATION COMMITTEE CHARTER - cr08076385.txt,2018-12-14,ADI.OQ,72.0487101100916,100.0,,2018-12-14
/Users/lucaschmidt/Desktop/PhD_Rasa/My Papers/aaa Clean Slate/a_Input_Reports_preprocessed_txt/ADI/Filing Date - 2019-Apr-09 - ADI.OQ - Analog Devices Inc - ESG Web-based Reporting - Employee Health and Safety  - cr08082245.txt,Filing Date - 2019-Apr-09 - ADI.OQ - Analog Devices Inc - ESG Web-based Reporting - Employee Health and Safety  - cr08082245.txt,2019-04-09,ADI.OQ,72.0487101100916,100.0,,2019-04-09
/Users/lucaschmidt/Desktop/PhD_Rasa/My Papers/aaa Clean Slate/a_Input_Reports_preprocessed_txt/ADI/Filing Date - 2015-Nov-17 - ADI.OQ - Analog Devices Inc - ESG Web-based Reporting - — - cr04551475.txt,Filing Date - 2015-Nov-17 - ADI.OQ - Analog Devices Inc - ESG Web-based Reporting - — - cr04551475.txt,2015-11-17,ADI.OQ,77.2508058927006,100.0,,2015-11-17
/Users/lucaschmidt/Desktop/PhD_Rasa/My Papers/aaa Clean Slate/a_Input_Reports_preprocessed_txt/ADI/Filing Date - 2024-Oct-30 - ADI.OQ - Analog Devices Inc - ESG Web-based Reporting - intelligent building technology_smart way to lower... - cr18895055.txt,Filing Date - 2024-Oct-30 - ADI.OQ - Analog Devices Inc - ESG Web-based Reporting - intelligent building technology_smart way to lower... - cr18895055.txt,2024-10-30,ADI.OQ,68.8453774403586,100.0,,2024-10-30
/Users/lucaschmidt/Desktop/PhD_Rasa/My Papers/aaa Clean Slate/a_Input_Reports_preprocessed_txt/ADI/Filing Date - 2020-May-07 - ADI.OQ - Analog Devices Inc - ESG Web-based Reporting - Quality Systems - cr09294414.txt,Filing Date - 2020-May-07 - ADI.OQ - Analog Devices Inc - ESG Web-based Reporting - Quality Systems - cr09294414.txt,2020-05-07,ADI.OQ,76.7453194593213,100.0,,2020-05-07
/Users/lucaschmidt/Desktop/PhD_Rasa/My Papers/aaa Clean Slate/a_Input_Reports_preprocessed_txt/ADI/Filing Date - 2020-May-07 - ADI.OQ - Analog Devices Inc - ESG-Env Pol - Waste - cr09294289.txt,Filing Date - 2020-May-07 - ADI.OQ - Analog Devices Inc - ESG-Env Pol - Waste - cr09294289.txt,2020-05-07,ADI.OQ,76.7453194593213,100.0,,2020-05-07
/Users/lucaschmidt/Desktop/PhD_Rasa/My Papers/aaa Clean Slate/a_Input_Reports_preprocessed_txt/ADI/Filing Date - 2019-Apr-09 - ADI.OQ - Analog Devices Inc - ESG Web-based Reporting - Environmental Sustainability - Awards - cr08082238.txt,Filing Date - 2019-Apr-09 - ADI.OQ - Analog Devices Inc - ESG Web-based Reporting - Environmental Sustainability - Awards - cr08082238.txt,2019-04-09,ADI.OQ,72.0487101100916,100.0,,2019-04-09
/Users/lucaschmidt/Desktop/PhD_Rasa/My Papers/aaa Clean Slate/a_Input_Reports_preprocessed_txt/ADI/Filing Date - 2021-Dec-08 - ADI.OQ - Analog Devices Inc - ESG-Env Pol - ENVIRONMENTAL SUSTAINABILITY - cr11957558.txt,Filing Date - 2021-Dec-08 - ADI.OQ - Analog Devices Inc - ESG-Env Pol - ENVIRONMENTAL SUSTAINABILITY - cr11957558.txt,2021-12-08,ADI.OQ,73.100263906406,39.2857142857143,,2021-12-08
/Users/lucaschmidt/Desktop/PhD_Rasa/My Papers/aaa Clean Slate/a_Input_Reports_preprocessed_txt/ADI/Filing Date - 2021-Dec-08 - ADI.OQ - Analog Devices Inc - Governance Principles  or  G... - PROMOTING GOOD GOVERNANCE - cr11957393.txt,Filing Date - 2021-Dec-08 - ADI.OQ - Analog Devices Inc - Governance Principles  or  G... - PROMOTING GOOD GOVERNANCE - cr11957393.txt,2021-12-08,ADI.OQ,73.100263906406,39.2857142857143,,2021-12-08
/Users/lucaschmidt/Desktop/PhD_Rasa/My Papers/aaa Clean Slate/a_Input_Reports_preprocessed_txt/ADI/Filing Date - 2024-Nov-28 - ADI.OQ - Analog Devices Inc - ESG Web-based Reporting - Electrification and Powertrain Solutions_202411280... - cr19064431.txt,Filing Date - 2024-Nov-28 - ADI.OQ - Analog Devices Inc - ESG Web-based Reporting - Electrification and Powertrain Solutions_202411280... - cr19064431.txt,2024-11-28,ADI.OQ,70.1935632798829,100.0,,2024-11-28
/Users/lucaschmidt/Desktop/PhD_Rasa/My Papers/aaa Clean Slate/a_Input_Reports_preprocessed_txt/ADI/Filing Date - 2020-May-07 - ADI.OQ - Analog Devices Inc - ESG Web-based Reporting - Analog Devices' Quality & Reliability Program - cr09294410.txt,Filing Date - 2020-May-07 - ADI.OQ - Analog Devices Inc - ESG Web-based Reporting - Analog Devices' Quality & Reliability Program - cr09294410.txt,2020-05-07,ADI.OQ,76.7453194593213,100.0,,2020-05-07
/Users/lucaschmidt/Desktop/PhD_Rasa/My Papers/aaa Clean Slate/a_Input_Reports_preprocessed_txt/ADI/Filing Date - 2015-Jun-25 - ADI.OQ - Analog Devices Inc - Governance Principles  or  G... - — - cr04271768.txt,Filing Date - 2015-Jun-25 - ADI.OQ - Analog Devices Inc - Governance Principles  or  G... - — - cr04271768.txt,2015-06-25,ADI.OQ,79.8725366139633,100.0,,2015-06-25
/Users/lucaschmidt/Desktop/PhD_Rasa/My Papers/aaa Clean Slate/a_Input_Reports_preprocessed_txt/ADI/Filing Date - 2015-Nov-17 - ADI.OQ - Analog Devices Inc - ESG Web-based Reporting - — - cr04551474.txt,Filing Date - 2015-Nov-17 - ADI.OQ - Analog Devices Inc - ESG Web-based Reporting - — - cr04551474.txt,2015-11-17,ADI.OQ,77.2508058927006,100.0,,2015-11-17
/Users/lucaschmidt/Desktop/PhD_Rasa/My Papers/aaa Clean Slate/a_Input_Reports_preprocessed_txt/ADI/Filing Date - 2015-Nov-17 - ADI.OQ - Analog Devices Inc - ESG Web-based Reporting - — - cr04551476.txt,Filing Date - 2015-Nov-17 - ADI.OQ - Analog Devices Inc - ESG Web-based Reporting - — - cr04551476.txt,2015-11-17,ADI.OQ,77.2508058927006,100.0,,2015-11-17
/Users/lucaschmidt/Desktop/PhD_Rasa/My Papers/aaa Clean Slate/a_Input_Reports_preprocessed_txt/ADI/Filing Date - 2019-Apr-09 - ADI.OQ - Analog Devices Inc - ESG Web-based Reporting - Social Sustainability- Diversity and Inclusion - cr08082240.txt,Filing Date - 2019-Apr-09 - ADI.OQ - Analog Devices Inc - ESG Web-based Reporting - Social Sustainability- Diversity and Inclusion - cr08082240.txt,2019-04-09,ADI.OQ,72.0487101100916,100.0,,2019-04-09
